mnem,pref,twobyte,pri_opcd,sec_opcd,+r,op_size,sign-ext,direction,tttn,mem_format,opcd_ext,mode,ring,lock,fpush,fpop,alias,part_alias,instr_ext,grp1,grp2,grp3,test_f,modif_f,def_f,undef_f,f_vals,exclusive,brief,op1_m,op1_t,op2_m,op2_t,op3_m,op3_t,op4_m,op4_t
ptest,66,1,38,17,,,,,,,,,,,,,,,sse41,,,,,oszapc,oszapc,,osap,,Logical Compare,19,4,20,4,,,,
pabsb,,1,38,1C,,,,,,,,,,,,,,,ssse3,simdint,,,,,,,,,Packed Absolute Value,14,9,15,9,,,,
pabsb,66,1,38,1C,,,,,,,,,,,,,,,ssse3,simdint,,,,,,,,,Packed Absolute Value,19,4,20,4,,,,
pabsw,,1,38,1D,,,,,,,,,,,,,,,ssse3,simdint,,,,,,,,,Packed Absolute Value,14,9,15,9,,,,
pabsw,66,1,38,1D,,,,,,,,,,,,,,,ssse3,simdint,,,,,,,,,Packed Absolute Value,19,4,20,4,,,,
pabsd,,1,38,1E,,,,,,,,,,,,,,,ssse3,simdint,,,,,,,,,Packed Absolute Value,14,9,15,9,,,,
pabsd,66,1,38,1E,,,,,,,,,,,,,,,ssse3,simdint,,,,,,,,,Packed Absolute Value,19,4,20,4,,,,
pmovsxbw,66,1,38,20,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Sign Extend,19,4,11,9,,,,
pmovsxbw,66,1,38,20,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Sign Extend,19,4,18,4,,,,
pmovsxbd,66,1,38,21,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Sign Extend,19,4,11,3,,,,
pmovsxbd,66,1,38,21,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Sign Extend,19,4,18,4,,,,
pmovsxbq,66,1,38,22,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Sign Extend,19,4,11,16,,,,
pmovsxbq,66,1,38,22,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Sign Extend,19,4,18,4,,,,
pmovsxwd,66,1,38,23,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Sign Extend,19,4,11,9,,,,
pmovsxwd,66,1,38,23,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Sign Extend,19,4,18,4,,,,
pmovsxwq,66,1,38,24,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Sign Extend,19,4,11,3,,,,
pmovsxwq,66,1,38,24,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Sign Extend,19,4,18,4,,,,
pmovsxdq,66,1,38,25,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Sign Extend,19,4,11,9,,,,
pmovsxdq,66,1,38,25,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Sign Extend,19,4,18,4,,,,
pmuldq,66,1,38,28,,,,,,,,,,,,,,,sse41,simdint,arith,,,,,,,,Multiply Packed Signed Dword Integers,19,4,20,4,,,,
pcmpeqq,66,1,38,29,,,,,,,,,,,,,,,sse41,simdint,compar,,,,,,,,Compare Packed Qword Data for Equal,19,4,20,4,,,,
movntdqa,66,1,38,2A,,,,,,,,,,,,,,,sse41,cachect,,,,,,,,,Load Double Quadword Non-Temporal Aligned Hint,19,4,11,4,,,,
packusdw,66,1,38,2B,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Pack with Unsigned Saturation,19,4,20,4,,,,
pmovzxbw,66,1,38,30,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Zero Extend,19,4,11,9,,,,
pmovzxbw,66,1,38,30,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Zero Extend,19,4,18,4,,,,
pmovzxbd,66,1,38,31,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Zero Extend,19,4,11,3,,,,
pmovzxbd,66,1,38,31,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Zero Extend,19,4,18,4,,,,
pmovzxbq,66,1,38,32,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Zero Extend,19,4,11,16,,,,
pmovzxbq,66,1,38,32,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Zero Extend,19,4,18,4,,,,
pmovzxwd,66,1,38,33,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Zero Extend,19,4,11,9,,,,
pmovzxwd,66,1,38,33,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Zero Extend,19,4,18,4,,,,
pmovzxwq,66,1,38,34,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Zero Extend,19,4,11,3,,,,
pmovzxwq,66,1,38,34,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Zero Extend,19,4,18,4,,,,
pmovzxdq,66,1,38,35,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Zero Extend,19,4,11,9,,,,
pmovzxdq,66,1,38,35,,,,,,,,,,,,,,,sse41,simdint,conver,,,,,,,,Packed Move with Zero Extend,19,4,18,4,,,,
pcmpgtq,66,1,38,37,,,,,,,,,,,,,,,sse42,simdint,compar,,,,,,,,Compare Packed Qword Data for Greater Than,19,4,20,4,,,,
pminsb,66,1,38,38,,,,,,,,,,,,,,,sse41,simdint,compar,,,,,,,,Minimum of Packed Signed Byte Integers,19,4,20,4,,,,
pminsd,66,1,38,39,,,,,,,,,,,,,,,sse41,simdint,compar,,,,,,,,Minimum of Packed Signed Dword Integers,19,4,20,4,,,,
pminuw,66,1,38,3A,,,,,,,,,,,,,,,sse41,simdint,compar,,,,,,,,Minimum of Packed Unsigned Word Integers,19,4,20,4,,,,
pminud,66,1,38,3B,,,,,,,,,,,,,,,sse41,simdint,compar,,,,,,,,Minimum of Packed Unsigned Dword Integers,19,4,20,4,,,,
pmaxsb,66,1,38,3C,,,,,,,,,,,,,,,sse41,simdint,compar,,,,,,,,Maximum of Packed Signed Byte Integers,19,4,20,4,,,,
pmaxsd,66,1,38,3D,,,,,,,,,,,,,,,sse41,simdint,compar,,,,,,,,Maximum of Packed Signed Dword Integers,19,4,20,4,,,,
pmaxuw,66,1,38,3E,,,,,,,,,,,,,,,sse41,simdint,compar,,,,,,,,Maximum of Packed Unsigned Word Integers,19,4,20,4,,,,
pmaxud,66,1,38,3F,,,,,,,,,,,,,,,sse41,simdint,compar,,,,,,,,Maximum of Packed Unsigned Dword Integers,19,4,20,4,,,,
pmulld,66,1,38,40,,,,,,,,,,,,,,,sse41,simdint,arith,,,,,,,,Multiply Packed Signed Dword Integers and Store Low Result,19,4,20,4,,,,
phminposuw,66,1,38,41,,,,,,,,,,,,,,,sse41,simdint,compar,,,,,,,,Packed Horizontal Word Minimum,19,4,20,4,,,,
invept,66,1,38,80,,,,,,,,p,0,,,,,,vmx,,,,,oszapc,oszapc,,,,Invalidate Translations Derived from EPT,6,3,11,4,,,,
invept,66,1,38,80,,,,,,,,e,0,,,,,,vmx,,,,,oszapc,oszapc,,,,Invalidate Translations Derived from EPT,6,9,11,4,,,,
invvpid,66,1,38,81,,,,,,,,p,0,,,,,,vmx,,,,,oszapc,oszapc,,,,Invalidate Translations Based on VPID,6,3,11,4,,,,
invvpid,66,1,38,81,,,,,,,,e,0,,,,,,vmx,,,,,oszapc,oszapc,,,,Invalidate Translations Based on VPID,6,9,11,4,,,,
movbe,,1,38,F0,,,,,,,,,,,,,,,,gen,datamov,,,,,,,,Move Data After Swapping Bytes,6,36,11,36,,,,
crc32,F2,1,38,F0,,,,,,,,,,,,,,,sse42,,,,,,,,,,Accumulate CRC32 Value,6,25,4,1,,,,
movbe,,1,38,F1,,,,,,,,,,,,,,,,gen,datamov,,,,,,,,Move Data After Swapping Bytes,11,36,6,36,,,,
crc32,F2,1,38,F1,,,,,,,,,,,,,,,sse42,,,,,,,,,,Accumulate CRC32 Value,6,25,4,36,,,,
roundps,66,1,3A,8,,,,,,,,,,,,,,,sse41,simdfp,conver,,,,,,,,Round Packed Single-FP Values,19,8,20,8,8,1,,
roundpd,66,1,3A,9,,,,,,,,,,,,,,,sse41,simdfp,conver,,,,,,,,Round Packed Double-FP Values,19,8,20,6,8,1,,
roundss,66,1,3A,0A,,,,,,,,,,,,,,,sse41,simdfp,conver,,,,,,,,Round Scalar Single-FP Values,19,13,20,13,8,1,,
roundsd,66,1,3A,0B,,,,,,,,,,,,,,,sse41,simdfp,conver,,,,,,,,Round Scalar Double-FP Values,19,12,20,12,8,1,,
blendps,66,1,3A,0C,,,,,,,,,,,,,,,sse41,simdfp,datamov,,,,,,,,Blend Packed Single-FP Values,19,8,20,8,8,1,,
blendpd,66,1,3A,0D,,,,,,,,,,,,,,,sse41,simdfp,datamov,,,,,,,,Blend Packed Double-FP Values,19,6,20,6,8,1,,
pblendw,66,1,3A,0E,,,,,,,,,,,,,,,sse41,simdint,datamov,,,,,,,,Blend Packed Words,19,4,20,4,8,1,,
palignr,,1,3A,0F,,,,,,,,,,,,,,,ssse3,simdint,,,,,,,,,Packed Align Right,14,9,15,9,,,,
palignr,66,1,3A,0F,,,,,,,,,,,,,,,ssse3,simdint,,,,,,,,,Packed Align Right,19,4,20,4,,,,
pextrb,66,1,3A,14,,,,,,,,,,,,,,,sse41,simdint,datamov,,,,,,,,Extract Byte,11,1,19,4,8,1,,
pextrb,66,1,3A,14,,,,,,,,,,,,,,,sse41,simdint,datamov,,,,,,,,Extract Byte,16,25,19,4,8,1,,
pextrw,66,1,3A,15,,,,,,,,,,,,,,,sse41,simdint,datamov,,,,,,,,Extract Word,11,16,19,4,8,1,,
pextrw,66,1,3A,15,,,,,,,,,,,,,,,sse41,simdint,datamov,,,,,,,,Extract Word,16,25,19,4,8,1,,
pextrd,66,1,3A,16,,,,,,,,,,,,,,,sse41,simdint,datamov,,,,,,,,Extract Dword/Qword,4,3,19,4,8,1,,
pextrq,66,1,3A,16,,,,,,,,,,,,,,,sse41,simdint,datamov,,,,,,,,Extract Dword/Qword,4,49,19,4,8,1,,
extractps,66,1,3A,17,,,,,,,,,,,,,,,sse41,simdfp,datamov,,,,,,,,Extract Packed Single-FP Value,4,3,19,4,8,1,,
pinsrb,66,1,3A,20,,,,,,,,,,,,,,,sse41,simdint,datamov,,,,,,,,Insert Byte,19,4,11,1,8,1,,
pinsrb,66,1,3A,20,,,,,,,,,,,,,,,sse41,simdint,datamov,,,,,,,,Insert Byte,19,4,16,25,8,1,,
insertps,66,1,3A,21,,,,,,,,,,,,,,,sse41,simdfp,datamov,,,,,,,,Insert Packed Single-FP Value,19,8,18,8,8,1,,
insertps,66,1,3A,21,,,,,,,,,,,,,,,sse41,simdfp,datamov,,,,,,,,Insert Packed Single-FP Value,19,8,11,3,8,1,,
pinsrd,66,1,3A,22,,,,,,,,,,,,,,,sse41,simdint,datamov,,,,,,,,Insert Dword/Qword,19,4,4,3,8,1,,
pinsrq,66,1,3A,22,,,,,,,,,,,,,,,sse41,simdint,datamov,,,,,,,,Insert Dword/Qword,19,4,4,49,8,1,,
dpps,66,1,3A,40,,,,,,,,,,,,,,,sse41,simdfp,arith,,,,,,,,Dot Product of Packed Single-FP Values,19,8,20,8,,,,
dppd,66,1,3A,41,,,,,,,,,,,,,,,sse41,simdfp,arith,,,,,,,,Dot Product of Packed Double-FP Values,19,6,20,6,,,,
mpsadbw,66,1,3A,42,,,,,,,,,,,,,,,sse41,simdint,arith,,,,,,,,Compute Multiple Packed Sums of Absolute Difference,19,4,20,4,8,1,,
pcmpestrm,66,1,3A,60,,,,,,,,,,,,,,,sse42,strtxt,,,,oszapc,oszapc,,ap,,Packed Compare Explicit Length Strings Return Mask,19,4,20,4,8,1,,
pcmpestri,66,1,3A,61,,,,,,,,,,,,,,,sse42,strtxt,,,,oszapc,oszapc,,ap,,Packed Compare Explicit Length Strings Return Index,19,4,20,4,8,1,,
pcmpistrm,66,1,3A,62,,,,,,,,,,,,,,,sse42,strtxt,,,,oszapc,oszapc,,ap,,Packed Compare Implicit Length Strings Return Mask,19,4,20,4,8,1,,
pcmpistri,66,1,3A,63,,,,,,,,,,,,,,,sse42,strtxt,,,,oszapc,oszapc,,ap,,Packed Compare Implicit Length Strings Return Index,19,4,20,4,8,1,,
cmovo,,1,40,,,,,,0,,,,,,,,,,,gen,datamov,,o,,,,,,Conditional Move - overflow (OF=1),6,36,4,36,,,,
cmovno,,1,41,,,,,,1,,,,,,,,,,,gen,datamov,,o,,,,,,Conditional Move - not overflow (OF=0),6,36,4,36,,,,
cmovb,,1,42,,,,,,10,,,,,,,,,,,gen,datamov,,c,,,,,,Conditional Move - below/not above or equal/carry (CF=1),6,36,4,36,,,,
cmovnae,,1,42,,,,,,10,,,,,,,,,,,gen,datamov,,c,,,,,,Conditional Move - below/not above or equal/carry (CF=1),6,36,4,36,,,,
cmovc,,1,42,,,,,,10,,,,,,,,,,,gen,datamov,,c,,,,,,Conditional Move - below/not above or equal/carry (CF=1),6,36,4,36,,,,
cmovnb,,1,43,,,,,,11,,,,,,,,,,,gen,datamov,,c,,,,,,Conditional Move - not below/above or equal/not carry (CF=0),6,36,4,36,,,,
cmovae,,1,43,,,,,,11,,,,,,,,,,,gen,datamov,,c,,,,,,Conditional Move - not below/above or equal/not carry (CF=0),6,36,4,36,,,,
cmovnc,,1,43,,,,,,11,,,,,,,,,,,gen,datamov,,c,,,,,,Conditional Move - not below/above or equal/not carry (CF=0),6,36,4,36,,,,
cmovz,,1,44,,,,,,100,,,,,,,,,,,gen,datamov,,z,,,,,,Conditional Move - zero/equal (ZF=0),6,36,4,36,,,,
cmove,,1,44,,,,,,100,,,,,,,,,,,gen,datamov,,z,,,,,,Conditional Move - zero/equal (ZF=0),6,36,4,36,,,,
cmovnz,,1,45,,,,,,101,,,,,,,,,,,gen,datamov,,z,,,,,,Conditional Move - not zero/not equal (ZF=1),6,36,4,36,,,,
cmovne,,1,45,,,,,,101,,,,,,,,,,,gen,datamov,,z,,,,,,Conditional Move - not zero/not equal (ZF=1),6,36,4,36,,,,
cmovbe,,1,46,,,,,,110,,,,,,,,,,,gen,datamov,,zc,,,,,,Conditional Move - below or equal/not above (CF=1 AND ZF=1),6,36,4,36,,,,
cmovna,,1,46,,,,,,110,,,,,,,,,,,gen,datamov,,zc,,,,,,Conditional Move - below or equal/not above (CF=1 AND ZF=1),6,36,4,36,,,,
cmovnbe,,1,47,,,,,,111,,,,,,,,,,,gen,datamov,,zc,,,,,,Conditional Move - not below or equal/above (CF=0 AND ZF=0),6,36,4,36,,,,
cmova,,1,47,,,,,,111,,,,,,,,,,,gen,datamov,,zc,,,,,,Conditional Move - not below or equal/above (CF=0 AND ZF=0),6,36,4,36,,,,
cmovs,,1,48,,,,,,1000,,,,,,,,,,,gen,datamov,,s,,,,,,Conditional Move - sign (SF=1),6,36,4,36,,,,
cmovns,,1,49,,,,,,1001,,,,,,,,,,,gen,datamov,,s,,,,,,Conditional Move - not sign (SF=0),6,36,4,36,,,,
cmovp,,1,4A,,,,,,1010,,,,,,,,,,,gen,datamov,,p,,,,,,Conditional Move - parity/parity even (PF=1),6,36,4,36,,,,
cmovpe,,1,4A,,,,,,1010,,,,,,,,,,,gen,datamov,,p,,,,,,Conditional Move - parity/parity even (PF=1),6,36,4,36,,,,
cmovnp,,1,4B,,,,,,1011,,,,,,,,,,,gen,datamov,,p,,,,,,Conditional Move - not parity/parity odd,6,36,4,36,,,,
cmovpo,,1,4B,,,,,,1011,,,,,,,,,,,gen,datamov,,p,,,,,,Conditional Move - not parity/parity odd,6,36,4,36,,,,
cmovl,,1,4C,,,,,,1100,,,,,,,,,,,gen,datamov,,os,,,,,,Conditional Move - less/not greater (SF!=OF),6,36,4,36,,,,
cmovnge,,1,4C,,,,,,1100,,,,,,,,,,,gen,datamov,,os,,,,,,Conditional Move - less/not greater (SF!=OF),6,36,4,36,,,,
cmovnl,,1,4D,,,,,,1101,,,,,,,,,,,gen,datamov,,os,,,,,,Conditional Move - not less/greater or equal (SF=OF),6,36,4,36,,,,
cmovge,,1,4D,,,,,,1101,,,,,,,,,,,gen,datamov,,os,,,,,,Conditional Move - not less/greater or equal (SF=OF),6,36,4,36,,,,
cmovle,,1,4E,,,,,,1110,,,,,,,,,,,gen,datamov,,osz,,,,,,Conditional Move - less or equal/not greater ((ZF=1) OR (SF!=OF)),6,36,4,36,,,,
cmovng,,1,4E,,,,,,1110,,,,,,,,,,,gen,datamov,,osz,,,,,,Conditional Move - less or equal/not greater ((ZF=1) OR (SF!=OF)),6,36,4,36,,,,
cmovnle,,1,4F,,,,,,1111,,,,,,,,,,,gen,datamov,,osz,,,,,,Conditional Move - not less nor equal/greater ((ZF=0) AND (SF=OF)),6,36,4,36,,,,
cmovg,,1,4F,,,,,,1111,,,,,,,,,,,gen,datamov,,osz,,,,,,Conditional Move - not less nor equal/greater ((ZF=0) AND (SF=OF)),6,36,4,36,,,,
movmskps,,1,50,,,,,,,,,,,,,,,,sse1,simdfp,datamov,,,,,,,,Extract Packed Single-FP Sign Mask,6,25,18,8,,,,
movmskpd,66,1,50,,,,,,,,,,,,,,,,sse2,pcksclr,datamov,,,,,,,,Extract Packed Double-FP Sign Mask,6,25,18,6,,,,
sqrtps,,1,51,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Compute Square Roots of Packed Single-FP Values,19,8,20,8,,,,
sqrtss,F3,1,51,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Compute Square Root of Scalar Single-FP Value,19,13,20,13,,,,
sqrtpd,66,1,51,,,,,,,,,,,,,,,,sse2,pcksclr,arith,,,,,,,,Compute Square Roots of Packed Double-FP Values,19,6,20,6,,,,
sqrtsd,F2,1,51,,,,,,,,,,,,,,,,sse2,pcksclr,arith,,,,,,,,Compute Square Root of Scalar Double-FP Value,19,12,20,12,,,,
rsqrtps,,1,52,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Compute Recipr. of Square Roots of Packed Single-FP Values,19,8,20,8,,,,
rsqrtss,F3,1,52,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Compute Recipr. of Square Root of Scalar Single-FP Value,19,13,20,13,,,,
rcpps,,1,53,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Compute Reciprocals of Packed Single-FP Values,19,8,20,8,,,,
rcpss,F3,1,53,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Compute Reciprocal of Scalar Single-FP Values,19,13,20,13,,,,
andps,,1,54,,,,,,,,,,,,,,,,sse1,simdfp,logical,,,,,,,,Bitwise Logical AND of Packed Single-FP Values,19,8,20,8,,,,
andpd,66,1,54,,,,,,,,,,,,,,,,sse2,pcksclr,logical,,,,,,,,Bitwise Logical AND of Packed Double-FP Values,19,6,20,6,,,,
andnps,,1,55,,,,,,,,,,,,,,,,sse1,simdfp,logical,,,,,,,,Bitwise Logical AND NOT of Packed Single-FP Values,19,8,20,8,,,,
andnpd,66,1,55,,,,,,,,,,,,,,,,sse2,pcksclr,logical,,,,,,,,Bitwise Logical AND NOT of Packed Double-FP Values,19,6,20,6,,,,
orps,,1,56,,,,,,,,,,,,,,,,sse1,simdfp,logical,,,,,,,,Bitwise Logical OR of Single-FP Values,19,8,20,8,,,,
orpd,66,1,56,,,,,,,,,,,,,,,,sse2,pcksclr,logical,,,,,,,,Bitwise Logical OR of Double-FP Values,19,6,20,6,,,,
xorps,,1,57,,,,,,,,,,,,,,,,sse1,simdfp,logical,,,,,,,,Bitwise Logical XOR for Single-FP Values,19,8,20,8,,,,
xorpd,66,1,57,,,,,,,,,,,,,,,,sse2,pcksclr,logical,,,,,,,,Bitwise Logical XOR for Double-FP Values,19,6,20,6,,,,
addps,,1,58,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Add Packed Single-FP Values,19,8,20,8,,,,
addss,F3,1,58,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Add Scalar Single-FP Values,19,13,20,13,,,,
addpd,66,1,58,,,,,,,,,,,,,,,,sse2,pcksclr,arith,,,,,,,,Add Packed Double-FP Values,19,6,20,6,,,,
addsd,F2,1,58,,,,,,,,,,,,,,,,sse2,pcksclr,arith,,,,,,,,Add Scalar Double-FP Values,19,12,20,12,,,,
mulps,,1,59,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Multiply Packed Single-FP Values,19,8,20,8,,,,
mulss,F3,1,59,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Multiply Scalar Single-FP Value,19,13,20,13,,,,
mulpd,66,1,59,,,,,,,,,,,,,,,,sse2,pcksclr,arith,,,,,,,,Multiply Packed Double-FP Values,19,6,20,6,,,,
mulsd,F2,1,59,,,,,,,,,,,,,,,,sse2,pcksclr,arith,,,,,,,,Multiply Scalar Double-FP Values,19,12,20,12,,,,
cvtps2pd,,1,5A,,,,,,,,,,,,,,,,sse2,pcksclr,conver,,,,,,,,Convert Packed Single-FP Values to Double-FP Values,19,6,20,8,,,,
cvtpd2ps,66,1,5A,,,,,,,,,,,,,,,,sse2,pcksclr,conver,,,,,,,,Convert Packed Double-FP Values to Single-FP Values,19,8,20,6,,,,
cvtss2sd,F3,1,5A,,,,,,,,,,,,,,,,sse2,pcksclr,conver,,,,,,,,Convert Scalar Single-FP Value to Scalar Double-FP Value ,19,12,20,13,,,,
cvtsd2ss,F2,1,5A,,,,,,,,,,,,,,,,sse2,pcksclr,conver,,,,,,,,Convert Scalar Double-FP Value to Scalar Single-FP Value,19,13,20,12,,,,
cvtdq2ps,,1,5B,,,,,,,,,,,,,,,,sse2,pcksp,,,,,,,,,Convert Packed DW Integers to Single-FP Values,19,8,20,4,,,,
cvtps2dq,66,1,5B,,,,,,,,,,,,,,,,sse2,pcksp,,,,,,,,,Convert Packed Single-FP Values to DW Integers,19,4,20,8,,,,
cvttps2dq,F3,1,5B,,,,,,,,,,,,,,,,sse2,pcksp,,,,,,,,,Convert with Trunc. Packed Single-FP Values to DW Integers,19,4,20,8,,,,
subps,,1,5C,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Subtract Packed Single-FP Values,19,8,20,8,,,,
subss,F3,1,5C,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Subtract Scalar Single-FP Values,19,13,20,13,,,,
subpd,66,1,5C,,,,,,,,,,,,,,,,sse2,pcksclr,arith,,,,,,,,Subtract Packed Double-FP Values,19,6,20,6,,,,
subsd,F2,1,5C,,,,,,,,,,,,,,,,sse2,pcksclr,arith,,,,,,,,Subtract Scalar Double-FP Values,19,12,20,12,,,,
minps,,1,5D,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Return Minimum Packed Single-FP Values,19,8,20,8,,,,
minss,F3,1,5D,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Return Minimum Scalar Single-FP Value,19,13,20,13,,,,
minpd,66,1,5D,,,,,,,,,,,,,,,,sse2,pcksclr,arith,,,,,,,,Return Minimum Packed Double-FP Values,19,6,20,6,,,,
minsd,F2,1,5D,,,,,,,,,,,,,,,,sse2,pcksclr,arith,,,,,,,,Return Minimum Scalar Double-FP Value,19,12,20,12,,,,
divps,,1,5E,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Divide Packed Single-FP Values,19,8,20,8,,,,
divss,F3,1,5E,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Divide Scalar Single-FP Values,19,13,20,13,,,,
divpd,66,1,5E,,,,,,,,,,,,,,,,sse2,pcksclr,arith,,,,,,,,Divide Packed Double-FP Values,19,6,20,6,,,,
divsd,F2,1,5E,,,,,,,,,,,,,,,,sse2,pcksclr,arith,,,,,,,,Divide Scalar Double-FP Values,19,12,20,12,,,,
maxps,,1,5F,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Return Maximum Packed Single-FP Values,19,8,20,8,,,,
maxss,F3,1,5F,,,,,,,,,,,,,,,,sse1,simdfp,arith,,,,,,,,Return Maximum Scalar Single-FP Value,19,13,20,13,,,,
maxpd,66,1,5F,,,,,,,,,,,,,,,,sse2,pcksclr,arith,,,,,,,,Return Maximum Packed Double-FP Values,19,6,20,6,,,,
maxsd,F2,1,5F,,,,,,,,,,,,,,,,sse2,pcksclr,arith,,,,,,,,Return Maximum Scalar Double-FP Value,19,12,20,12,,,,
punpcklbw,,1,60,,,,,,,,,,,,,,,,mmx,unpack,,,,,,,,,Unpack Low Data,14,9,15,3,,,,
punpcklbw,66,1,60,,,,,,,,,,,,,,,,sse2,simdint,shunpck,,,,,,,,Unpack Low Data,19,4,20,4,,,,
punpcklwd,,1,61,,,,,,,,,,,,,,,,mmx,unpack,,,,,,,,,Unpack Low Data,14,9,15,3,,,,
punpcklwd,66,1,61,,,,,,,,,,,,,,,,sse2,simdint,shunpck,,,,,,,,Unpack Low Data,19,4,20,4,,,,
punpckldq,,1,62,,,,,,,,,,,,,,,,mmx,unpack,,,,,,,,,Unpack Low Data,14,9,15,3,,,,
punpckldq,66,1,62,,,,,,,,,,,,,,,,sse2,simdint,shunpck,,,,,,,,Unpack Low Data,19,4,20,4,,,,
packsswb,,1,63,,,,,,,,,,,,,,,,mmx,conver,,,,,,,,,Pack with Signed Saturation,14,9,15,3,,,,
packsswb,66,1,63,,,,,,,,,,,,,,,,sse2,simdint,conver,,,,,,,,Pack with Signed Saturation,19,4,20,4,,,,
pcmpgtb,,1,64,,,,,,,,,,,,,,,,mmx,compar,,,,,,,,,Compare Packed Signed Integers for Greater Than,14,9,15,3,,,,
pcmpgtb,66,1,64,,,,,,,,,,,,,,,,sse2,simdint,compar,,,,,,,,Compare Packed Signed Integers for Greater Than,19,4,20,4,,,,
pcmpgtw,,1,65,,,,,,,,,,,,,,,,mmx,compar,,,,,,,,,Compare Packed Signed Integers for Greater Than,14,9,15,3,,,,
pcmpgtw,66,1,65,,,,,,,,,,,,,,,,sse2,simdint,compar,,,,,,,,Compare Packed Signed Integers for Greater Than,19,4,20,4,,,,
pcmpgtd,,1,66,,,,,,,,,,,,,,,,mmx,compar,,,,,,,,,Compare Packed Signed Integers for Greater Than,14,9,15,3,,,,
pcmpgtd,66,1,66,,,,,,,,,,,,,,,,sse2,simdint,compar,,,,,,,,Compare Packed Signed Integers for Greater Than,19,4,20,4,,,,
packuswb,,1,67,,,,,,,,,,,,,,,,mmx,conver,,,,,,,,,Pack with Unsigned Saturation,14,9,15,9,,,,
packuswb,66,1,67,,,,,,,,,,,,,,,,sse2,simdint,conver,,,,,,,,Pack with Unsigned Saturation,19,4,20,4,,,,
punpckhbw,,1,68,,,,,,,,,,,,,,,,mmx,unpack,,,,,,,,,Unpack High Data,14,9,15,9,,,,
punpckhbw,66,1,68,,,,,,,,,,,,,,,,sse2,simdint,shunpck,,,,,,,,Unpack High Data,19,4,20,4,,,,
punpckhwd,,1,69,,,,,,,,,,,,,,,,mmx,unpack,,,,,,,,,Unpack High Data,14,9,15,9,,,,
punpckhwd,66,1,69,,,,,,,,,,,,,,,,sse2,simdint,shunpck,,,,,,,,Unpack High Data,19,4,20,4,,,,
punpckhdq,,1,6A,,,,,,,,,,,,,,,,mmx,unpack,,,,,,,,,Unpack High Data,14,9,15,9,,,,
punpckhdq,66,1,6A,,,,,,,,,,,,,,,,sse2,simdint,shunpck,,,,,,,,Unpack High Data,19,4,20,4,,,,
packssdw,,1,6B,,,,,,,,,,,,,,,,mmx,conver,,,,,,,,,Pack with Signed Saturation,14,9,15,9,,,,
